Order ID,Customer ID,Product Name,Price Sold At,Industry,Subgroup,Order Time,Order Date,Store ID
565,848,Coleman Tent,12999,Sporting Goods and Outdoor Equipment,Outdoor Gear,06:44:33,2024-07-09,2
566,200,The Great Gatsby,399,Books and Media,Fiction Books,12:22:46,2024-07-09,14
567,227,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,03:07:32,2024-07-09,10
568,109,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,01:14:04,2024-07-09,8
569,750,To Kill a Mockingbird,694.87,Books and Media,Fiction Books,10:59:35,2024-07-09,18
570,4,Taylor Swift - Evermore,799,Books and Media,Music CDs,14:49:25,2024-07-09,7
571,894,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,08:19:47,2024-07-09,11
572,145,Yoga Mat,1499,Sporting Goods and Outdoor Equipment,Fitness Equipment,13:05:34,2024-07-09,2
573,622,Lays Potato Chips,99,Groceries and Food Items,Packaged Foods,09:02:42,2024-07-09,16
574,23,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,21:50:01,2024-07-09,4
575,701,The Great Gatsby,399,Books and Media,Fiction Books,11:28:00,2024-07-09,8
576,63,La-Z-Boy Armchair,18999,Furniture and Home Décor,Living Room Furniture,05:04:28,2024-07-09,6
577,307,Omega-3 Fish Oil,899,Health and Beauty Products,Vitamins,03:06:27,2024-07-09,17
578,13,Lipton Tea,100,Groceries and Food Items,Beverages,19:15:25,2024-07-09,11
579,415,Tresemme Hair Spray,299,Health and Beauty Products,Hair Care Products,00:21:46,2024-07-09,13
580,269,Pepsi,35,Groceries and Food Items,Beverages,15:46:11,2024-07-09,18
581,763,Yoshimura Exhaust,20849.49,Automotive Parts and Accessories,Motorcycle Parts,21:46:55,2024-07-09,13
582,421,Oreo Cookies,159,Groceries and Food Items,Packaged Foods,07:57:22,2024-07-09,4
583,843,OshKosh B'gosh Overalls,1687.46,Clothing and Apparel,Children's Clothing,01:19:31,2024-07-09,4
584,7,Calcium Supplements,499,Health and Beauty Products,Vitamins,12:12:47,2024-07-09,13
585,165,Uniqlo Sweater,2999,Clothing and Apparel,Women's Clothing,06:32:24,2024-07-09,7
586,526,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,10:00:58,2024-07-09,12
587,604,Cuisinart Food Processor,16999,Home and Kitchen Appliances,Kitchen Gadgets,05:39:57,2024-07-09,13
588,729,Forever 21 Skirt,2499,Clothing and Apparel,Women's Clothing,02:18:46,2024-07-09,4
589,197,The Beatles - Abbey Road,899,Books and Media,Music CDs,15:01:13,2024-07-09,11
590,246,Urban Outfitters Wall Art,2499,Furniture and Home Décor,Home Decor,21:09:19,2024-07-09,10
591,349,Lays Potato Chips,99,Groceries and Food Items,Packaged Foods,00:35:18,2024-07-09,11
592,786,Adidas Jacket,3499,Clothing and Apparel,Men's Clothing,03:19:16,2024-07-09,10
593,844,Starbucks Coffee,250,Groceries and Food Items,Beverages,18:59:17,2024-07-09,6
594,136,Dyson Vacuum,34999,Home and Kitchen Appliances,Cleaning Appliances,15:33:02,2024-07-09,4
595,72,Bridgestone Tires,7999,Automotive Parts and Accessories,Motorcycle Parts,12:50:18,2024-07-09,8
596,807,Beyonce - Lemonade,899,Books and Media,Music CDs,00:25:54,2024-07-09,17
597,847,Multivitamin Gummies,699,Health and Beauty Products,Vitamins,02:17:55,2024-07-09,3
598,101,Bissell Steam Mop,13164.77,Home and Kitchen Appliances,Cleaning Appliances,02:49:43,2024-07-09,16
599,102,1984,299,Books and Media,Fiction Books,13:06:07,2024-07-09,17
600,946,Bananas,50,Groceries and Food Items,Fresh Produce,00:58:59,2024-07-09,9
601,811,Coca-Cola,40,Groceries and Food Items,Beverages,04:42:24,2024-07-10,3
602,440,H&M Blouse,1999,Clothing and Apparel,Women's Clothing,10:00:47,2024-07-10,17
603,353,Treadmill,41113.82,Sporting Goods and Outdoor Equipment,Fitness Equipment,15:54:27,2024-07-10,12
604,679,Apples,100,Groceries and Food Items,Fresh Produce,09:14:12,2024-07-10,1
605,299,Coca-Cola,40,Groceries and Food Items,Beverages,06:22:31,2024-07-10,8
606,692,Ninja Blender,17466.27,Home and Kitchen Appliances,Kitchen Gadgets,22:20:10,2024-07-10,15
607,824,Avengers: Endgame Blu-ray,799,Books and Media,Movies,13:14:37,2024-07-10,16
608,47,Carrots,60,Groceries and Food Items,Fresh Produce,16:33:51,2024-07-10,13
609,186,Yoshimura Exhaust,21999,Automotive Parts and Accessories,Motorcycle Parts,03:56:34,2024-07-10,11
610,148,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,15:36:06,2024-07-10,14
611,190,Bosch Dishwasher,34990,Home and Kitchen Appliances,Large Appliances,17:32:46,2024-07-10,4
612,934,The Great Gatsby,372.56,Books and Media,Fiction Books,05:07:40,2024-07-10,16
613,267,H&M Blouse,1999,Clothing and Apparel,Women's Clothing,04:28:53,2024-07-10,2
614,971,Cetaphil Cleanser,799,Health and Beauty Products,Skincare Products,05:15:20,2024-07-10,6
615,734,Uniqlo Sweater,2999,Clothing and Apparel,Women's Clothing,00:08:33,2024-07-10,14
616,886,Adele - 25,799,Books and Media,Music CDs,06:22:28,2024-07-10,12
617,397,Carrots,60,Groceries and Food Items,Fresh Produce,02:12:28,2024-07-10,1
618,751,Yoga Mat,1499,Sporting Goods and Outdoor Equipment,Fitness Equipment,00:56:31,2024-07-10,2
619,357,The Ordinary Serum,1099,Health and Beauty Products,Skincare Products,15:11:50,2024-07-10,7
620,486,Puma Shorts,1299,Clothing and Apparel,Men's Clothing,18:50:23,2024-07-10,17
621,115,Monopoly,1849.77,Toys and Games,Board Games,02:50:41,2024-07-10,13
622,535,Calcium Supplements,499,Health and Beauty Products,Vitamins,09:36:29,2024-07-10,15
623,139,Cuisinart Food Processor,14590.77,Home and Kitchen Appliances,Kitchen Gadgets,05:52:32,2024-07-10,15
624,112,Scrabble,1199,Toys and Games,Board Games,14:13:30,2024-07-10,14
625,883,Marvel Legends Spider-Man,1499,Toys and Games,Action Figures,15:01:41,2024-07-10,5
626,352,Bissell Steam Mop,13999,Home and Kitchen Appliances,Cleaning Appliances,12:51:24,2024-07-10,1
627,253,Risk,1499,Toys and Games,Board Games,09:32:26,2024-07-10,3
628,575,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,22:05:50,2024-07-10,18
629,993,Kellogg's Corn Flakes,299,Groceries and Food Items,Packaged Foods,19:44:43,2024-07-10,7
630,404,Barilla Pasta,173.82,Groceries and Food Items,Packaged Foods,11:45:50,2024-07-10,8
631,833,Denso Oxygen Sensor,2999,Automotive Parts and Accessories,Car Parts,01:18:47,2024-07-10,13
632,359,OshKosh B'gosh Overalls,1642.16,Clothing and Apparel,Children's Clothing,22:57:33,2024-07-10,13
633,465,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,07:49:44,2024-07-10,10
634,479,Tempur-Pedic Mattress,69024.11,Furniture and Home Décor,Bedroom Furniture,02:45:16,2024-07-10,4
635,579,Melissa & Doug Puzzles,1499,Toys and Games,Educational Toys,13:11:28,2024-07-10,10
636,829,Lays Potato Chips,99,Groceries and Food Items,Packaged Foods,16:27:19,2024-07-10,18
637,685,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,20:24:17,2024-07-10,10
638,879,Forever 21 Skirt,2499,Clothing and Apparel,Women's Clothing,09:25:23,2024-07-10,16
639,967,Omega-3 Fish Oil,899,Health and Beauty Products,Vitamins,14:04:13,2024-07-10,9
640,156,La-Z-Boy Armchair,35129.26,Furniture and Home Décor,Living Room Furniture,19:29:49,2024-07-10,6
641,857,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,13:32:57,2024-07-10,12
642,442,Pepsi,35,Groceries and Food Items,Beverages,00:45:10,2024-07-10,4
643,213,MacBook Air,92990,Electronics,Laptops,00:30:08,2024-07-10,14
644,158,Whirlpool Dryer,22999.66,Home and Kitchen Appliances,Large Appliances,16:24:51,2024-07-10,5
645,54,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,12:47:00,2024-07-10,4
646,652,Broccoli,80,Groceries and Food Items,Fresh Produce,09:24:39,2024-07-10,4
647,856,Levi's Jeans,2999,Clothing and Apparel,Men's Clothing,09:31:11,2024-07-10,12
648,516,Lipton Tea,100,Groceries and Food Items,Beverages,06:37:14,2024-07-10,5
649,267,LG Washing Machine,27077.79,Home and Kitchen Appliances,Large Appliances,05:54:40,2024-07-10,1
650,740,Barilla Pasta,199,Groceries and Food Items,Packaged Foods,02:34:14,2024-07-10,16
651,539,Calcium Supplements,499,Health and Beauty Products,Vitamins,09:02:02,2024-07-11,15
652,207,Puma Track Pants,1799,Sporting Goods and Outdoor Equipment,Sports Apparel,08:52:37,2024-07-11,17
653,540,Carter's Pajamas,1499,Clothing and Apparel,Children's Clothing,10:09:25,2024-07-11,2
654,610,ACDelco Battery,4999,Automotive Parts and Accessories,Car Parts,06:34:29,2024-07-11,4
655,980,GI Joe Duke,1145.88,Toys and Games,Action Figures,21:51:23,2024-07-11,10
656,821,Puma Shorts,1299,Clothing and Apparel,Men's Clothing,12:45:59,2024-07-11,13
657,674,Oreo Cookies,140.85,Groceries and Food Items,Packaged Foods,15:41:41,2024-07-11,11
658,957,Yeti Cooler,14999,Sporting Goods and Outdoor Equipment,Outdoor Gear,11:00:40,2024-07-11,5
659,647,Frozen DVD,499,Books and Media,Movies,14:51:01,2024-07-11,9
660,412,L'Oreal Conditioner,399,Health and Beauty Products,Hair Care Products,10:05:59,2024-07-11,17
661,234,Bissell Steam Mop,13999,Home and Kitchen Appliances,Cleaning Appliances,14:40:42,2024-07-11,3
662,702,Puma Shorts,1233.94,Clothing and Apparel,Men's Clothing,11:08:12,2024-07-11,4
663,189,Adele - 25,799,Books and Media,Music CDs,05:18:10,2024-07-11,12
664,806,GI Joe Duke,1299,Toys and Games,Action Figures,05:17:49,2024-07-11,17
665,964,Melissa & Doug Puzzles,1499,Toys and Games,Educational Toys,22:45:53,2024-07-11,5
666,843,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,02:04:32,2024-07-11,3
667,377,The Ordinary Serum,1749.98,Health and Beauty Products,Skincare Products,19:10:15,2024-07-11,8
668,647,Wayfair Coffee Table,8999,Furniture and Home Décor,Living Room Furniture,01:16:56,2024-07-11,7
669,810,Yoga Mat,1499,Sporting Goods and Outdoor Equipment,Fitness Equipment,05:06:44,2024-07-11,10
670,289,Ninja Blender,13999,Home and Kitchen Appliances,Kitchen Gadgets,23:07:33,2024-07-11,9
671,710,Crate & Barrel Dresser,25724.5,Furniture and Home Décor,Bedroom Furniture,17:25:12,2024-07-11,4
672,378,Marvel Legends Spider-Man,2986.08,Toys and Games,Action Figures,02:54:01,2024-07-11,18
673,495,Levi's Jeans,2785.12,Clothing and Apparel,Men's Clothing,01:37:50,2024-07-11,11
674,254,Melissa & Doug Puzzles,1499,Toys and Games,Educational Toys,12:10:34,2024-07-11,3
675,800,The Great Gatsby,399,Books and Media,Fiction Books,01:42:42,2024-07-11,3
676,686,Marvel Legends Spider-Man,1499,Toys and Games,Action Figures,13:45:55,2024-07-11,4
677,524,Old Navy Shorts,2371.32,Clothing and Apparel,Children's Clothing,03:31:49,2024-07-11,16
678,53,Neutrogena Face Wash,499,Health and Beauty Products,Skincare Products,06:51:04,2024-07-11,18
679,891,Monopoly,1499,Toys and Games,Board Games,06:44:47,2024-07-11,15
680,23,L'Oreal Conditioner,399,Health and Beauty Products,Hair Care Products,10:45:53,2024-07-11,4
681,468,VTech KidiZoom,2999,Toys and Games,Educational Toys,22:33:26,2024-07-11,6
682,111,The Ordinary Serum,1099,Health and Beauty Products,Skincare Products,20:16:25,2024-07-11,4
683,9,Neutrogena Face Wash,499,Health and Beauty Products,Skincare Products,08:56:00,2024-07-11,4
684,749,Bananas,41.59,Groceries and Food Items,Fresh Produce,06:16:44,2024-07-11,16
685,830,Whirlpool Dryer,24990,Home and Kitchen Appliances,Large Appliances,07:09:31,2024-07-11,1
686,501,Melissa & Doug Puzzles,1499,Toys and Games,Educational Toys,22:59:59,2024-07-11,5
687,835,Urban Outfitters Wall Art,3022.21,Furniture and Home Décor,Home Decor,04:16:44,2024-07-11,7
688,568,Treadmill,49999,Sporting Goods and Outdoor Equipment,Fitness Equipment,10:11:23,2024-07-11,18
689,147,Bissell Steam Mop,11203.42,Home and Kitchen Appliances,Cleaning Appliances,05:27:38,2024-07-11,4
690,600,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,23:53:29,2024-07-11,7
691,486,Urban Outfitters Wall Art,2499,Furniture and Home Décor,Home Decor,19:20:58,2024-07-11,8
692,648,Kellogg's Corn Flakes,299,Groceries and Food Items,Packaged Foods,09:46:04,2024-07-11,7
693,611,Calcium Supplements,499,Health and Beauty Products,Vitamins,14:39:18,2024-07-11,11
694,46,Levi's Jeans,2999,Clothing and Apparel,Men's Clothing,21:58:50,2024-07-11,12
695,881,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,22:35:51,2024-07-11,10
696,557,Denso Oxygen Sensor,2999,Automotive Parts and Accessories,Car Parts,02:14:27,2024-07-11,9
697,381,Calcium Supplements,949.76,Health and Beauty Products,Vitamins,21:34:45,2024-07-11,11
698,287,Omega-3 Fish Oil,899,Health and Beauty Products,Vitamins,20:36:53,2024-07-11,16
699,410,The North Face Backpack,8999,Sporting Goods and Outdoor Equipment,Outdoor Gear,19:34:38,2024-07-11,13
700,56,Vivo V21,28999,Electronics,Mobile Phones,07:12:26,2024-07-11,12
701,592,Samsung Galaxy S21,69999,Electronics,Mobile Phones,17:39:49,2024-07-12,2
702,410,Apples,100,Groceries and Food Items,Fresh Produce,17:06:44,2024-07-12,17
703,447,Coca-Cola,40,Groceries and Food Items,Beverages,22:36:19,2024-07-12,7
704,613,GI Joe Duke,1299,Toys and Games,Action Figures,19:43:44,2024-07-12,12
705,922,Tempur-Pedic Mattress,49990,Furniture and Home Décor,Bedroom Furniture,17:14:51,2024-07-12,13
706,712,Puma Shorts,1590.07,Clothing and Apparel,Men's Clothing,02:37:12,2024-07-12,3
707,447,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,09:05:00,2024-07-12,3
708,575,Shark Upright Vacuum,24999,Home and Kitchen Appliances,Cleaning Appliances,11:24:15,2024-07-12,11
709,738,LEGO Mindstorms,35999,Toys and Games,Educational Toys,16:10:04,2024-07-12,7
710,627,Barilla Pasta,199,Groceries and Food Items,Packaged Foods,19:18:47,2024-07-12,15
711,581,Oreo Cookies,137.93,Groceries and Food Items,Packaged Foods,13:20:55,2024-07-12,1
712,834,Coleman Tent,12999,Sporting Goods and Outdoor Equipment,Outdoor Gear,13:06:10,2024-07-12,6
713,949,Calcium Supplements,499,Health and Beauty Products,Vitamins,07:34:41,2024-07-12,18
714,424,KitchenAid Mixer,18938.17,Home and Kitchen Appliances,Kitchen Gadgets,21:08:16,2024-07-12,11
715,297,Omega-3 Fish Oil,899,Health and Beauty Products,Vitamins,19:14:25,2024-07-12,14
716,200,KitchenAid Mixer,21999,Home and Kitchen Appliances,Kitchen Gadgets,09:35:34,2024-07-12,2
717,71,The Godfather DVD,499,Books and Media,Movies,23:54:27,2024-07-12,14
718,413,The North Face Backpack,14487.32,Sporting Goods and Outdoor Equipment,Outdoor Gear,08:58:40,2024-07-12,11
719,562,Lays Potato Chips,99,Groceries and Food Items,Packaged Foods,02:52:46,2024-07-12,5
720,909,Pier 1 Candle,599,Furniture and Home Décor,Home Decor,13:25:49,2024-07-12,15
721,525,Garmin GPS,19444.09,Sporting Goods and Outdoor Equipment,Outdoor Gear,21:01:58,2024-07-12,6
722,887,Broccoli,80,Groceries and Food Items,Fresh Produce,21:02:07,2024-07-12,7
723,211,Calcium Supplements,404.23,Health and Beauty Products,Vitamins,13:31:28,2024-07-12,7
724,389,Kellogg's Corn Flakes,299,Groceries and Food Items,Packaged Foods,22:01:51,2024-07-12,13
725,753,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,07:52:59,2024-07-12,17
726,926,Kellogg's Corn Flakes,299,Groceries and Food Items,Packaged Foods,20:49:32,2024-07-12,14
727,975,Dyson Vacuum,34999,Home and Kitchen Appliances,Cleaning Appliances,12:31:05,2024-07-12,6
728,830,Inception Blu-ray,906.21,Books and Media,Movies,03:22:20,2024-07-12,2
729,885,Yoga Mat,1499,Sporting Goods and Outdoor Equipment,Fitness Equipment,18:35:40,2024-07-12,8
730,169,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,11:56:15,2024-07-12,16
731,657,Harry Potter,599,Books and Media,Fiction Books,01:15:11,2024-07-12,10
732,474,Carrots,83.85,Groceries and Food Items,Fresh Produce,05:43:26,2024-07-12,1
733,244,Adidas Jacket,3499,Clothing and Apparel,Men's Clothing,22:28:00,2024-07-12,8
734,642,The Ordinary Serum,1099,Health and Beauty Products,Skincare Products,09:59:23,2024-07-12,4
735,322,Cetaphil Cleanser,1170.0,Health and Beauty Products,Skincare Products,14:27:48,2024-07-12,13
736,772,LEGO Mindstorms,35999,Toys and Games,Educational Toys,00:20:31,2024-07-12,16
737,358,Starbucks Coffee,226.19,Groceries and Food Items,Beverages,08:08:29,2024-07-12,13
738,114,Adidas Jacket,2820.11,Clothing and Apparel,Men's Clothing,14:27:13,2024-07-12,4
739,608,The Great Gatsby,399,Books and Media,Fiction Books,12:17:46,2024-07-12,5
740,217,Adidas Soccer Jersey,2021.99,Sporting Goods and Outdoor Equipment,Sports Apparel,16:01:28,2024-07-12,9
741,142,Risk,1499,Toys and Games,Board Games,19:34:51,2024-07-12,8
742,763,Dyson Vacuum,34999,Home and Kitchen Appliances,Cleaning Appliances,05:31:26,2024-07-12,18
743,248,Neutrogena Face Wash,641.14,Health and Beauty Products,Skincare Products,08:41:51,2024-07-12,1
744,334,OshKosh B'gosh Overalls,1799,Clothing and Apparel,Children's Clothing,00:35:06,2024-07-12,12
745,881,Sony Alpha a7 III,199990,Electronics,Cameras,21:06:15,2024-07-12,15
746,754,Calcium Supplements,499,Health and Beauty Products,Vitamins,14:37:08,2024-07-12,2
747,561,LG Washing Machine,30249.42,Home and Kitchen Appliances,Large Appliances,23:21:06,2024-07-12,3
748,392,ACDelco Battery,4999,Automotive Parts and Accessories,Car Parts,23:24:36,2024-07-12,1
749,781,KitchenAid Mixer,21999,Home and Kitchen Appliances,Kitchen Gadgets,04:58:58,2024-07-12,6
750,993,Omega-3 Fish Oil,899,Health and Beauty Products,Vitamins,08:02:42,2024-07-12,15
751,856,Apples,100,Groceries and Food Items,Fresh Produce,18:32:22,2024-07-13,7
752,530,Calcium Supplements,499,Health and Beauty Products,Vitamins,19:05:20,2024-07-13,3
753,723,Inception Blu-ray,699,Books and Media,Movies,12:39:15,2024-07-13,7
754,749,Fisher-Price Learning Table,3499,Toys and Games,Educational Toys,17:26:07,2024-07-13,1
755,203,LEGO Mindstorms,35999,Toys and Games,Educational Toys,04:21:53,2024-07-13,13
756,824,The Ordinary Serum,1099,Health and Beauty Products,Skincare Products,15:37:09,2024-07-13,8
757,340,Broccoli,68.21,Groceries and Food Items,Fresh Produce,15:26:02,2024-07-13,6
758,180,GI Joe Duke,1299,Toys and Games,Action Figures,07:05:53,2024-07-13,7
759,466,Lipton Tea,100,Groceries and Food Items,Beverages,08:06:37,2024-07-13,3
760,561,Cetaphil Cleanser,799,Health and Beauty Products,Skincare Products,22:55:42,2024-07-13,18
761,271,Calcium Supplements,499,Health and Beauty Products,Vitamins,19:19:31,2024-07-13,8
762,548,Thule Roof Rack,15999,Automotive Parts and Accessories,Car Accessories,11:16:59,2024-07-13,1
763,10,Levi's Jeans,2999,Clothing and Apparel,Men's Clothing,05:48:06,2024-07-13,8
764,552,Yoga Mat,1499,Sporting Goods and Outdoor Equipment,Fitness Equipment,13:39:35,2024-07-13,4
765,874,Bosch Dishwasher,34990,Home and Kitchen Appliances,Large Appliances,07:38:46,2024-07-13,4
766,813,Broccoli,80,Groceries and Food Items,Fresh Produce,13:23:14,2024-07-13,7
767,805,Levi's Jeans,2424.32,Clothing and Apparel,Men's Clothing,13:01:06,2024-07-13,6
768,861,Scrabble,1199,Toys and Games,Board Games,07:48:36,2024-07-13,18
769,967,Transformers Optimus Prime,2199,Toys and Games,Action Figures,11:20:36,2024-07-13,14
770,208,The Godfather DVD,499,Books and Media,Movies,07:11:15,2024-07-13,3
771,567,Wayfair Coffee Table,8999,Furniture and Home Décor,Living Room Furniture,12:44:40,2024-07-13,5
772,193,Lays Potato Chips,99,Groceries and Food Items,Packaged Foods,19:47:48,2024-07-13,3
773,420,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,14:20:57,2024-07-13,8
774,122,Carrots,60,Groceries and Food Items,Fresh Produce,02:53:02,2024-07-13,6
775,48,1984,299,Books and Media,Fiction Books,06:18:57,2024-07-13,7
776,673,Cetaphil Cleanser,799,Health and Beauty Products,Skincare Products,20:42:13,2024-07-13,4
777,471,Broccoli,80,Groceries and Food Items,Fresh Produce,17:43:32,2024-07-13,17
778,207,Garmin GPS,21999,Sporting Goods and Outdoor Equipment,Outdoor Gear,02:54:10,2024-07-13,12
779,84,Omega-3 Fish Oil,806.88,Health and Beauty Products,Vitamins,20:20:28,2024-07-13,11
780,251,Pepsi,29.5,Groceries and Food Items,Beverages,22:48:33,2024-07-13,4
781,954,Multivitamin Gummies,699,Health and Beauty Products,Vitamins,17:51:06,2024-07-13,12
782,672,Fisher-Price Learning Table,3499,Toys and Games,Educational Toys,02:02:12,2024-07-13,8
783,498,Anthropologie Throw Pillow,2727.32,Furniture and Home Décor,Home Decor,09:13:33,2024-07-13,6
784,547,Calcium Supplements,423.72,Health and Beauty Products,Vitamins,20:55:38,2024-07-13,18
785,339,Pier 1 Candle,599,Furniture and Home Décor,Home Decor,04:05:05,2024-07-13,13
786,432,OshKosh B'gosh Overalls,1669.67,Clothing and Apparel,Children's Clothing,21:28:09,2024-07-13,15
787,74,Apples,100,Groceries and Food Items,Fresh Produce,15:31:04,2024-07-13,14
788,838,Shark Upright Vacuum,24999,Home and Kitchen Appliances,Cleaning Appliances,03:23:09,2024-07-13,9
789,67,Gap Kids T-shirt,779.94,Clothing and Apparel,Children's Clothing,02:13:25,2024-07-13,4
790,441,Under Armour Sports Bra,1299,Sporting Goods and Outdoor Equipment,Sports Apparel,00:47:00,2024-07-13,7
791,754,Instant Pot,11999,Home and Kitchen Appliances,Kitchen Gadgets,22:43:35,2024-07-13,2
792,606,Whirlpool Dryer,24990,Home and Kitchen Appliances,Large Appliances,13:34:26,2024-07-13,5
793,143,Apples,100,Groceries and Food Items,Fresh Produce,09:38:56,2024-07-13,15
794,36,Neutrogena Face Wash,856.4,Health and Beauty Products,Skincare Products,19:28:23,2024-07-13,14
795,827,Pepsi,35,Groceries and Food Items,Beverages,11:28:43,2024-07-13,1
796,98,Taylor Swift - Evermore,799,Books and Media,Music CDs,09:25:52,2024-07-13,7
797,47,Starbucks Coffee,250,Groceries and Food Items,Beverages,23:07:48,2024-07-13,10
798,212,Transformers Optimus Prime,2199,Toys and Games,Action Figures,13:58:52,2024-07-13,16
799,230,Kellogg's Corn Flakes,299,Groceries and Food Items,Packaged Foods,19:17:11,2024-07-13,1
800,703,Coca-Cola,34.69,Groceries and Food Items,Beverages,08:22:37,2024-07-13,18
801,39,Tempur-Pedic Mattress,46839.34,Furniture and Home Décor,Bedroom Furniture,04:05:16,2024-07-14,10
802,375,Barilla Pasta,199,Groceries and Food Items,Packaged Foods,17:53:59,2024-07-14,3
803,93,Coleman Tent,12999,Sporting Goods and Outdoor Equipment,Outdoor Gear,10:16:48,2024-07-14,15
804,645,LEGO Mindstorms,35999,Toys and Games,Educational Toys,04:08:43,2024-07-14,9
805,103,Pantene Shampoo,399,Health and Beauty Products,Hair Care Products,13:01:02,2024-07-14,9
806,127,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,00:55:16,2024-07-14,16
807,773,Coca-Cola,40,Groceries and Food Items,Beverages,04:03:29,2024-07-14,1
808,578,The North Face Backpack,8999,Sporting Goods and Outdoor Equipment,Outdoor Gear,17:10:52,2024-07-14,6
809,110,West Elm Nightstand,9999,Furniture and Home Décor,Bedroom Furniture,17:29:12,2024-07-14,16
810,560,Ashley Recliner,30368.8,Furniture and Home Décor,Living Room Furniture,14:22:26,2024-07-14,15
811,454,LEGO Mindstorms,35999,Toys and Games,Educational Toys,23:02:42,2024-07-14,11
812,761,The Beatles - Abbey Road,746.11,Books and Media,Music CDs,23:50:24,2024-07-14,16
813,82,K&N Air Filter,2999,Automotive Parts and Accessories,Motorcycle Parts,16:58:56,2024-07-14,16
814,42,Ninja Blender,13999,Home and Kitchen Appliances,Kitchen Gadgets,16:48:13,2024-07-14,1
815,885,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,09:35:47,2024-07-14,14
816,252,Omega-3 Fish Oil,899,Health and Beauty Products,Vitamins,16:37:01,2024-07-14,11
817,486,Coca-Cola,40,Groceries and Food Items,Beverages,17:13:33,2024-07-14,1
818,145,H&M Blouse,1999,Clothing and Apparel,Women's Clothing,15:52:29,2024-07-14,5
819,201,Adidas Jacket,3251.08,Clothing and Apparel,Men's Clothing,20:47:20,2024-07-14,16
820,886,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,21:08:46,2024-07-14,14
821,736,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,05:46:45,2024-07-14,6
822,891,Pioneer Car Stereo,12999,Automotive Parts and Accessories,Car Accessories,16:26:18,2024-07-14,16
823,522,Pepsi,35,Groceries and Food Items,Beverages,01:37:15,2024-07-14,4
824,420,Bosch Dishwasher,34990,Home and Kitchen Appliances,Large Appliances,09:26:56,2024-07-14,9
825,326,Marvel Legends Spider-Man,1499,Toys and Games,Action Figures,05:47:19,2024-07-14,2
826,302,Carter's Pajamas,1243.83,Clothing and Apparel,Children's Clothing,18:54:48,2024-07-14,5
827,125,Cetaphil Cleanser,799,Health and Beauty Products,Skincare Products,02:38:35,2024-07-14,5
828,422,Avengers: Endgame Blu-ray,799,Books and Media,Movies,01:39:16,2024-07-14,8
829,925,Uniqlo Sweater,2999,Clothing and Apparel,Women's Clothing,02:32:05,2024-07-14,16
830,374,Taylor Swift - Evermore,799,Books and Media,Music CDs,05:06:01,2024-07-14,18
831,280,Melissa & Doug Puzzles,1499,Toys and Games,Educational Toys,03:31:04,2024-07-14,6
832,979,Nike T-shirt,2433.6,Clothing and Apparel,Men's Clothing,20:17:20,2024-07-14,2
833,291,Instant Pot,11999,Home and Kitchen Appliances,Kitchen Gadgets,12:18:42,2024-07-14,11
834,247,Barilla Pasta,199,Groceries and Food Items,Packaged Foods,05:46:03,2024-07-14,18
835,118,Uniqlo Sweater,2999,Clothing and Apparel,Women's Clothing,17:11:15,2024-07-14,1
836,931,Under Armour Sports Bra,1084.54,Sporting Goods and Outdoor Equipment,Sports Apparel,06:45:52,2024-07-14,2
837,245,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,09:14:15,2024-07-14,8
838,944,Pantene Shampoo,399,Health and Beauty Products,Hair Care Products,13:12:54,2024-07-14,4
839,16,Carrots,60,Groceries and Food Items,Fresh Produce,00:17:13,2024-07-14,5
840,898,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,07:17:48,2024-07-14,18
841,466,Tresemme Hair Spray,299,Health and Beauty Products,Hair Care Products,19:43:29,2024-07-14,16
842,726,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,22:23:40,2024-07-14,7
843,386,Nike T-shirt,1592.32,Clothing and Apparel,Men's Clothing,04:17:46,2024-07-14,17
844,550,Shark Upright Vacuum,24999,Home and Kitchen Appliances,Cleaning Appliances,22:20:55,2024-07-14,2
845,339,Beyonce - Lemonade,899,Books and Media,Music CDs,01:35:16,2024-07-14,15
